row_off,col_off,width,height,label,filename,longitude,latitude
0,9900,150,150,0,patch_r0_c9900_lbl0.tif,108.5194347530095,32.18393692182311
150,9600,150,150,0,patch_r150_c9600_lbl0.tif,108.4209028958233,32.14679374217558
150,9750,150,150,1,patch_r150_c9750_lbl1.tif,108.46931131134674,32.1454073252662
150,9900,150,150,1,patch_r150_c9900_lbl1.tif,108.51771807662901,32.144001432791114
150,10050,150,150,1,patch_r150_c10050_lbl1.tif,108.56612316874025,32.14257606563287
300,9750,150,150,1,patch_r300_c9750_lbl1.tif,108.46761986935024,32.10546889205433
300,9900,150,150,0,patch_r300_c9900_lbl0.tif,108.51600307342031,32.1040636029396
300,10050,150,150,0,patch_r300_c10050_lbl0.tif,108.5643846067633,32.10263884745636
300,10200,150,150,0,patch_r300_c10200_lbl0.tif,108.61276444648752,32.10119462649738
300,10350,150,150,0,patch_r300_c10350_lbl0.tif,108.66114256970607,32.099730940967305
300,10500,150,150,0,patch_r300_c10500_lbl0.tif,108.70951895353701,32.098247791782896
450,9750,150,150,1,patch_r450_c9750_lbl1.tif,108.46593007518514,32.06552810274579
450,9900,150,150,0,patch_r450_c9900_lbl0.tif,108.51428974093946,32.064123415824795
450,10050,150,150,0,patch_r450_c10050_lbl0.tif,108.5626477384059,32.062699270833924
450,10200,150,150,0,patch_r450_c10200_lbl0.tif,108.61100404472607,32.0612556686637
450,10350,150,150,0,patch_r450_c10350_lbl0.tif,108.65935863704637,32.059792610216675
450,10500,150,150,1,patch_r450_c10500_lbl1.tif,108.70771149251809,32.058310096407304
450,10650,150,150,0,patch_r450_c10650_lbl0.tif,108.75606258829748,32.0568081281623
600,9450,150,150,0,patch_r600_c9450_lbl0.tif,108.36756471960592,32.028334759837236
600,9600,150,150,0,patch_r600_c9600_lbl0.tif,108.41590413312026,32.02696957613702
600,9750,150,150,0,patch_r600_c9750_lbl0.tif,108.46424192644558,32.025584940908956
600,9900,150,150,1,patch_r600_c9900_lbl1.tif,108.51257807674732,32.02418085501728
600,10050,150,150,1,patch_r600_c10050_lbl1.tif,108.56091256119561,32.02275731933839
600,10200,150,150,1,patch_r600_c10200_lbl1.tif,108.6092453569653,32.02131433476058
600,10350,150,150,1,patch_r600_c10350_lbl1.tif,108.65757644123605,32.019851902184115
600,10500,150,150,1,patch_r600_c10500_lbl1.tif,108.70590579119235,32.018370022521374
600,10650,150,150,0,patch_r600_c10650_lbl0.tif,108.75423338402365,32.0168686966968
600,10800,150,150,1,patch_r600_c10800_lbl1.tif,108.80255919692436,32.01534792564667
750,9450,150,150,0,patch_r750_c9450_lbl0.tif,108.36592520629246,31.988388034128757
750,9600,150,150,1,patch_r750_c9600_lbl1.tif,108.41424112242427,31.987023433756164
750,9750,150,150,0,patch_r750_c9750_lbl0.tif,108.46255542073035,31.985639390126586
750,9900,150,150,1,patch_r750_c9900_lbl1.tif,108.5108680784094,31.984235904102107
750,10050,150,150,1,patch_r750_c10050_lbl1.tif,108.5591790726647,31.982812976556975
750,10200,150,150,0,patch_r750_c10200_lbl0.tif,108.6074883807043,31.981370608377343
750,10350,150,150,0,patch_r750_c10350_lbl0.tif,108.65579597974099,31.979908800461356
750,10500,150,150,0,patch_r750_c10500_lbl0.tif,108.70410184699244,31.978427553719147
750,10650,150,150,1,patch_r750_c10650_lbl1.tif,108.75240595968123,31.976926869072912
